Pulsar,ObservationID,ATNF Period (s),ATNF DM,Bextprof DM,Bestprof sigma,Bestprof location,Plot location,Archive locaion,Flux Density (mJy),Flux Density Uncertainty (mJy),SN,SN Uncertainty,Predicted SN,Predicted SN Uncertainty,Searched Bool,Search offset (deg),Search Bestprof location,Search Bestprof sigma,Search SN,Search SN Uncertainty
J2234+2114,1223042480,1.35874531269,35.08,35.206,6.9,/astro/mwavcs/vcs/1223042480/dpp/1223042480_J2234+2114/pf_1223042480_J2234+2114_22:34:56.64_+21:14:18.80_b100_1358.75ms_Cand.pfd.bestprof,/astro/mwavcs/vcs/1223042480/dpp/1223042480_J2234+2114/pf_1223042480_J2234+2114_22:34:56.64_+21:14:18.80_b100_1358.75ms_Cand.pfd.png,,8.917,7.312,5.198629746677629,1.225328782251285,,,,,,,,
J2241-5236,1221399680,0.0021866997725548446,11.40964,11.411,13.0,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1221399680/1221399680_J2241-5236.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1221399680/1221399680_J2241-5236_c1221342176_b22.prepfold.ps,,50.082,12.537,5.023323602449554,21.202211500587392,,,,,,,,
J2241-5236,1225713560,0.0021866997725548446,11.40964,11.414,25.6,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1225713560/pf_1225713560_J2241-5236_22:41:42.01_-52:36:36.22_b22_PSR_J2241-5236.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1225713560/pf_1225713560_J2241-5236_22:41:42.01_-52:36:36.22_b22_PSR_J2241-5236.pfd.png,/astro/mwavcs/vcs/1225713560/dpp/1225713560_J2241-5236/1225713560_J2241-5236_archive.ar,68.485,21.437,4.022285752595778,25.45051810654286,,,,,,,,
J2241-5236,1224252736,0.0021866997725548446,11.40964,11.413,50.0,/astro/mwavcs/vcs/1224252736/dpp/1224252736_J2241-5236/pf_1224252736_J2241-5236_22:41:42.01_-52:36:36.22_b22_PSR_J2241-5236.pfd.bestprof,/astro/mwavcs/vcs/1224252736/dpp/1224252736_J2241-5236/pf_1224252736_J2241-5236_22:41:42.01_-52:36:36.22_b22_PSR_J2241-5236.pfd.png,/astro/mwavcs/vcs/1224252736/dpp/1224252736_J2241-5236/1224252736_J2241-5236_archive.ar,704.586,37.357,27.9048657988437,1.9633795062094725,,,,,,,,
J2248-0101,1221832280,0.4772331191229628,29.05,34.796,6.4,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1221832280/pf_1221832280_J2248-0101_22:48:26.88_-01:01:48.08_b100_477.23ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1221832280/pf_1221832280_J2248-0101_22:48:26.88_-01:01:48.08_b100_477.23ms_Cand.pfd.png,,23.054,11.177,6.225597680361234,1.467387445574223,,,,,,,,
J2317+2149,1223042480,1.4446531023167097,20.86959,20.896,59.4,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1223042480/pf_1223042480_J2317+2149_23:17:57.84_+21:49:48.01_b1024_1444.65ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1223042480/pf_1223042480_J2317+2149_23:17:57.84_+21:49:48.01_b1024_1444.65ms_Cand.pfd.png,/astro/mwavcs/vcs/1223042480/dpp/1223042480_J2317+2149/1223042480_J2317+2149_archive.ar,51.706,6.699,24.042891020421653,1.6916519090186655,,,,,,,,
J2324-6054,1227009976,2.3474883631250436,14.0,14.000,10.2,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1227009976/1227009976_J2324-6054.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1227009976/1227009976_J2324-6054.prepfold.ps,,11.611,4.088,17.012383696923663,5.379788091099444,,,,,,,,
J2325-0530,1222697776,0.8687351150250493,14.966,15.009,9.6,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1222697776/pf_1222697776_J2325-0530_23:25:15.30_-05:30:39.00_b1024_868.74ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1222697776/pf_1222697776_J2325-0530_23:25:15.30_-05:30:39.00_b1024_868.74ms_Cand.pfd.png,/astro/mwavcs/vcs/1222697776/dpp/1222697776_J2325-0530/1222697776_J2325-0530_archive.ar,15.063,4.446,10.731291919405217,0.7550510646277533,,,,,,,,
J2330-2005,1222697776,1.6436221853269488,8.456,8.463,127.2,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1222697776/pf_1222697776_J2330-2005_23:30:26.88_-20:05:29.63_b1024_1643.62ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1222697776/pf_1222697776_J2330-2005_23:30:26.88_-20:05:29.63_b1024_1643.62ms_Cand.pfd.png,/astro/mwavcs/vcs/1222697776/dpp/1222697776_J2330-2005/1222697776_J2330-2005_archive.ar,77.613,12.145,66.41827794533755,4.673173728755359,,,,,,,,
J2330-2005,1226062160,1.6436221853269488,8.456,8.465,240.0,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1226062160/pf_1226062160_J2330-2005_23:30:26.88_-20:05:29.63_b1024_1643.73ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1226062160/pf_1226062160_J2330-2005_23:30:26.88_-20:05:29.63_b1024_1643.73ms_Cand.pfd.png,/astro/mwavcs/vcs/1226062160/dpp/1226062160_J2330-2005/1226062160_J2330-2005_archive.ar,87.236,13.693,112.44221011524631,7.91140629611349,,,,,,,,
J2336-01,1222697776,1.0298,19.6,19.376,8.5,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1222697776/pf_1222697776_J2336-01_23:36:36.00_-01:51:00.00_b128_1029.80ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1222697776/pf_1222697776_J2336-01_23:36:36.00_-01:51:00.00_b128_1029.80ms_Cand.pfd.png,/astro/mwavcs/vcs/1222697776/dpp/1222697776_J2336-01/1222697776_J2336-01_archive.ar,52.64,10.133,11.696618270504823,2.38756220657099,,,,,,,,
J2354-22,1226062160,0.557996,9.9,9.994,29.5,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1226062160/pf_1226062160_J2354-22_23:54:26.00_-22:51:53.00_b512_558.07ms_Cand.pfd.bestprof,/astro/mwavcs/pulsar_search/SMART_quick_look_detection/1226062160/pf_1226062160_J2354-22_23:54:26.00_-22:51:53.00_b512_558.07ms_Cand.pfd.png,/astro/mwavcs/vcs/1226062160/dpp/1226062160_J2354-22/1226062160_J2354-22_archive.ar,15.586,2.956,25.213208670672678,2.521320867067268,,,,,,,,
